hotel name,reviews
88 xintiandi executive residence ,"Good value good location good surroundings Well-situated in the Xintiandi district and designed with both taste and functionality, 88 XTD is a nice place to stay. I think it beats the average for its price point in China, not in the least because everything works properly. For a short vacation stay, my traveling companion and I agreed that it was entirely suitable.For longer stays, the sink and microwave looked handy but no substitute for a proper service apartment. I also think that the Xintiandi location is a stronger positive for tourists than for business people. But for China, the functional and decorative aspects of the room made a tremendous difference in our comfort level. The breakfast room and balcony were quite enjoyable amid a spell of nice weather, and the buffet breakfast was in line with the generally (surprisingly?) high standard of joint-venture/foreign hotel breakfast spreads in China.Several of the staff were pleasant in their greetings and even helpful. But compared with some of China's best hotels, the level of professionalism was not quite there. Nobody looked like they were ready to jump in and be helpful without prompting. Ten years ago, that might have qualified for special recognition given the dismal standard of service that prevailed. Today, a little more effort would make the difference between a decent enough place to stay and one to keep coming back to.We're glad we stayed there. "
88 xintiandi executive residence ,"Awesome location Great location in a very pretty part of Shanghai, with excellent shopping and restaurants/bars. The staff were very helpful, and spoke good english. No external noise due to quadruple-glazed doors/windows overlooking the plaza, however internal noise from rooms next door and hallways (why do people bring noisy children to stay in hotels like this and ruin the experience for others???). The room was lovely, and the huge king sized bed was very comfortable. Extras like a proper coffee maker and juicer were appreciated. Only strange thing was no milk for the coffee/tea was available, either in the room or when requested from reception (yet was available for breakfast).So unless you are stuck in a room next door to inconsiderate parents and their offspring, you will find this hotel to be a lovely place to stay. "
88 xintiandi executive residence ,"Boutique alternative to 5* Tourist Traps - Loved it. 5* facilities, rooms with kitchens, lounges and no crowds. In the lovely French quarter, not more than 15 minutes walk or taxi from anything you want to see. We spent 5 days here and happily spent 2 in the room reading and relaxing. If you don't want a western chain hotel near the tourist traps with 1000 rooms, stay here. The breakfast and executive club are more than adequate but not quite at 5* level on variety. Cannot fault the quality and cleanliness and service. We had a &quot;lakeview&quot; room and suspect the rooms overlooking the shopping centre are less attractive (and less costly). Bed a bit small when you expect a king size but quite comfortable. Great amenities. If I had to come back to Shanghai for business (probably the only reason I'd go back) I'd stay here. "
88 xintiandi executive residence ,"my new home in shanghai I just spent the weekend (or one night) at 88 Xintiandi and I am happy to report I have found my new home in Shanghai. The strange thing is that I decided to stay here almost by accident. I am in China for the entire month of December staying at a town that is a two hour drive from Shanghai. When I flew in last weekend I stayed at the Four Seasons thinking that after a 16-hour trip I’d want only “the best.” For my second stay in Shanghai I wanted to save a little bit of money and was originally going to book a night at the Okura Garden Hotel b/c I had heard that the French Concession is the happening place to stay in Shanghai. At 1430 RMB a night – a rate I found on the LHW site -- the Okura was considerably cheaper than the Four Seasons. However, the reviews on Tripadviser for the Okura mentioned that the rooms were not exactly of the highest standard and a quick look at the Okura website confirmed my suspicions. In the photos, the rooms looked pretty basic. I decided to take a look at the CN Traveller site to look for other recommendations. First on the list was 88 Xintiandi. I clicked over to the website and found a quoted rate of USD 283, which is roughly what the B&amp;B rate at the four seasons comes out to. Still, I thought I’d check their online reservations system for availability. To my surprise, I found a weekend rate of USD 210++ which, while not as cheap as the Okura, was definitely a savings from the four seasons. I figured I’d give it a go.I can happily say that I’m thrilled that I did.I should mention that I have a bit of a love-hate relationship with “Boutique Hotels” – I usually find them hit-or-miss. I often find that they do not have enough staff, lack proper – often basic – facilities, and are not a good value for the money. When I first walked into the lobby of 88 Xintiandi, my heart sank. It was small and looked a looked like it could use a fresh coat of paint on the walls and a refinishing for the parquet floors. I figured I’d been dooped again. Oh well.When I made it up to my room on the 3rd floor, however, all was very quickly forgiven and forgotten: Very, very nice indeed! This room is HUGE. With a Huge king size bed, king size desk, 42 inch plasma and DVD surround sound, and did I mention the huge king size bed? And comfortable too! Maybe not four seasons mattress caliber, but trust me, it’s more than sufficient. WOW. All for the bargain price of USD 210++ -- Fantastic! I don’t know why the poster below mentions that the room felt cramped. To me it didn’t feel cramped at all, but I was alone and s/he mentions staying with 2 friends so I wonder if that has anything to do with it. Perhaps if you add a roll away bed, it takes up a but of the living area. Still, this is one of those hotel rooms that I wish I had more time to just sit and hang out in. it’s a totally livable space. I cant tell you how many hotel rooms, large and small, often leave you with a feeling that they are only good as a place to crash and store your belongings while you are out and about. The rooms at Xintiandi are the total opposite of this – and I was staying in the lowest category room. I can’t even imagine how big and livable the true suites are.The room’s decor was done in what I’ve heard is Japanese style – lot’s of wood paneling, circular pillows and a curtain that separates the sleeping area from the living area. There is a kitchenette stocked with a microwave a blender (with suggested mixed drinks and smoothie recipe, and a few bottles of Xintiandi branded wines. Again, full marks for presentation! I don’t want to mislead anyone in to thinking that these rooms are anything more than they really are. To my fairly untrained eye, my room seemed to be roughly 550 sq ft which I think is pretty large by hotel room standards. I don’t have the technical specs of the room, so I cannot say for sure. When I say the rooms are huge, I don’t mean that they are presidential suites. But they do fit a king size bed and still have room for separate sleeping and living areas. So that should give you an idea of the size.Meanwhile, even the lower category rooms have balconies facing the Xintiandi courtyard. I guess this is considered undesirable b/c of the noise at night, but in terms of the view, I thought it was great.More importantly, you really could not have chosen a better location. I’d say 70% of the restaurants and bars that are on most shanghai guides happen to be part of the Xintiandi complex. I would say that if someone really wanted to, they could spend a weekend in Shanghai and not even leave Xintiandi. (not that I recommend this, I’m just saying its totally possible.) The hotel is a 15 minute taxi ride to the Bund and other centrally located attractions, and in general a great base of operations from which to explore shanghai. I would echo the warnings of other Tripadvisor members regarding the noise at night. Xintiandi is a shopping destination by day and a bar and club destination by night. I was aware of the noise factor due to the other reviews on this site but had intended on staying out late myself on Saturday evening and thereby missing the noise. In the end, however, I spent the entire day running around shanghai sightseeing and I was so tired when I got to my room and didn’t have a chance to really rest. At around midnight I decided rather than head down to the bars below I’d might as well just try to get some rest, even though I thought given the noise it might be a problem. Thankfully, I was so tired I simply conked out and work up rested and ready the next morning. I’m not what you call a “light sleeper” but I definitely have trouble sleeping when there is noise all around, so keep that in mind before you book. Or maybe pay a little extra and that will get you a city view room which may be a little quieter as it doesn’t face the courtyard. I was on the lower floor but whatever –in the end it didn’t bother me one bit. Hopefully on my next stay I will make it to one of the bars.The included breakfast was acceptable – pretty much the standard buffet-breakfast you get at most hotels. It was included in the price of the room which was nice. On the website there are pictures of this out door lounge-like area which happens to be a large balcony outside the breakfast room. The weather is of course too cold to stay outside right now so it was not in use, but I imagine in the spring and summer time this would be a great place to have a cocktail. I also spent an hour at the fitness centre that is across the courtyard in the Alexander City mall – it was very nice, although I did think the 100 RMB charge was a bit excessive for my one hour workout. I was also very, very happy with the service. Again, not zillions of staff members busing about but more than enough to accommodate guests’ needs – and did I mention the affordable laundry service (which I unfortunately didn’t have enough time to take advantage of.)I guess my only complaint – and it is a minor one – is that the common areas look a little worn. The hallways have wall to wall carpeting that looks like its been tred on a bit too much and the lobby could use some sprucing up, but this is a minor – and actually pretty negligible. I only mention it because it was part of my fist impression of the hotel and it was a negative one.All in all, I hope to / intend to return to 88 Xintiandi. I can not think of a better hotel value for the price and I doubt that there is another hotel in Shanghai that can match it for value. This hotel exceeded my expectations in every way and I would wholeheartedly recommend it to anyone looking for a great hotel in Shanghai. "
88 xintiandi executive residence ,"convenient location stayed here for one night after wanting to stay here before (but it's above our corporate &quot;city cap&quot; rate) had 2 friends in town from Miami and we all loved the location, the rooms feel a little cramped but in terms of location &amp; etc, you cannot beat this place in terms of conveniencethis also is a cute boutique hotel and has a bit more soul then the typical hotel chains, all rooms have their own little kitchen in case you don't want to eat at the restaurants right outside (there are tons of choices), definitely worth trying "
88 xintiandi executive residence ,"My two cents... I only have two things to add to the previous reviews:1. I've been a frequent guest at 88 Xintiandi for the past three years and can say that the great service mentioned in the other reviews is very consistent. In fact, the service gets better over time as the hotel staff gets to know you. If you're thinking about staying there again, go for it. Don't bother with the other &quot;luxe&quot; properties in Shanghai.2. There is a terrific Chinese restaurant called Villa du Lac that is just up the street. Go left out of the hotel entrance on Huang Pi Nan Lu--toward Huaihai Central Road. It is across the street at the corner of the park entrance in one of the old concession buildings. Just ask the front desk staff at 88 Xintiandi--and make reservations.Villa du Lac serves the old Imperial Court cuisine--Huaiyang. There are a handful of this style restaurant in Shanghai, but they aren't nearly as good. "
88 xintiandi executive residence ,"First Class Excellent Location This is excellent hotel. Number one: it is in the best section of Shanghai, in tourist section on walking mall with blend of Chinese and western style restaurants, pubs, and clubs. Famous shopping nearby, 4 blocks off, and Nanjing Road can be walked to in about 16 minutes. Hotel is modern and elegantly styled, detailed woodwork, detailed trickets in room, mini kitchenette, high speed internet, impeccably clean, bathroom very nice. It is a small boutique style hotel, not a monster chain hotel. The only draw back is noise through windows at night as this is tourist walking area, personally I slept very good, but I can see if you were trying to go to sleep at 9:00 pm there may be background noise [you could always put on cd, they provide many cd's in room]. I have now staye twice, and am booking again for October trip. Very nice breakfast buffet included. Highly reccomend, especially due to location, I have stayed at very nice hotels in Pudong area, but isolated, you need to take 20 minute taxi into City, here you just walk out your door. "
88 xintiandi executive residence ,"Very highly recommeded Decided to stay at 88 Xintiandi after months of research and deliberation. Our first visit to Shanghai, part business part pleasure, and wanted a hotel that was well located but with character, atmosphere and a sense that you were in shaghai; afterall, who wants to stay in a nameless &quot;cookie cutter'&quot; designed chain hotel that feels like it could anywhere? This place absolutely lived up to expectations and have no hesitation in recommending it to anyone looking for personal service, and a sense of intimacy. The staff were incredibly professional and went out of their way to assist with our needs. Our two rooms overlooking the park were fantastic: huge size, with kitchen, dining and lounge areas, decorated with a combination of chinese antiques, carved screens and '60s modernist funriture that gave you a sense that you could only be in china; we loved the antithesis to the glitz, formality and pretentiousness of the usual business hotel suspects eg Shangrila, Four Seasons, Westin etc. Whist the rooms at the back foverlooking the lively redeveloped Xintiandi precint may be noisy, ours were completely quite.You can't do better in terms of a central location. Xintiandi may be newly developed, but the character has been beutifully retiained, providing countless top-notch restuarants, bars and shops; Shanghai can be intimidating for fisrt time visitors and the area provides a welcome respite. Since everything in Shanghai is so spread out, walking around is not usually an option. Taxis being so cheap and pletiful I feel it is more important to choose a locating with an interseting immediate environment, rather than its relative position in the city: I would never stay, say, Pudong (sterile), The Bund (stunning buildings but traffic like highway) or Renmin Square (massive and bleak). If elegant, chic and authentic sophistication is what you are after, another gorgeous option is the Ruijin guesthouse, set in quiet lush gardens within the French Concession. "
88 xintiandi executive residence ,"Trendy but Noisy Agree with the other reviewers that the hotel is fun &amp; trendy and you can't beat the location, BUT after three stays there I'm not going back because I can't take any more nights of noise until 1 AM. The hotel is right above the bar district of Xintiandi and no matter how hard you try to shut the street noises out, you can't. The music plays until 1 AM, revelers are sometimes still on the street even later. If you're out yourself, hey, no sweat! But if you're in town for meetings or work, you need your sleep and this isn't the hotel to stay in. "
88 xintiandi executive residence ,"Watch out Ian Shraeger! I was looking for a cool hotel along the lines of the W Hotel's &amp; came across this. The pictures do it no justice - the taste level is terrific! Very interesting mix of contemporary meets China deco. Whomever designed the interiors of this hotel has it going on big time. Being in the appareal business I was inspired by the lobby to design a new tradeshow booth based on the astetics of this hotel, that's how tastefull it is - a welcome reprieve from the same old big commercial hotels or trendy wanna be a Shraeger hotel. The rooms are very spacious, soothing, very accomodating for business people or toursits alike &amp; a tremndous value for the price. Wish Hong Kong had a hotel like this. The breakfast buffet is just average but who cares, the place is great! "
88 xintiandi executive residence ,"Impeccable Ask for a room facing the park, so it's not noisy when the clubs down below go full throttle... Then, you're in for a real treat: all kinds of restaurants (T8 and Villa Deluc are pricey, but not-to-be-missed), bars, coffee bars, boutiques, etc., right below at Xintiandi. Service here is amazing. If you're looking for a comfortable and plush hotel, unlike any of the chains, this is the place you ought to book. "
88 xintiandi executive residence ,"An absolute Gem 88 Xintiandi is an absolute gem! Rooms are enormous, staff is wonderful &amp; service couldn't be better. On previous visit to Shanghai we had stayed at (and enjoyed) the Portman Ritz Carlton -- but 88 Xintiandi is our new Shanghai home! Location is excellent. You can walk out the door and be moments from good shopping, great restaurants and a fabulous massage at the Green Door Spa (for a whopping $12!). We had the 2 bedroom suite which was fabulous. 2 big bedrooms. One with attached bath. A 2nd full bath was located near living room. Big living room area with dining &amp; kitchenette. Small balcony overlooking the park.We were not bothered by any street noise, but had requested rooms on higher floors with park view. A fellow traveler had one of the deluxe rooms/park view. It too was huge with living/dining/kitchenette.Service was excellent for everything from meeting us at airport, bringing a laptop to the room &amp; hooking us up to internet to recommending spas/restaurants/shops &amp; good car/driver for hire to take us around. Ask for Iverson - he's a delight! "
88 xintiandi executive residence ,"Nice Boutique Located in the heart of the Xintiandi entertainment complex in/close to the former French Concession. This is both good &amp; bad - if you want to hang out in western style restos &amp; bars (&amp; pay western prices too), very easy to do here. But the noise from the bars is noticeable from the hotel's rooms (tho not overly intrusive from the 5th floor at least). The 56 room boutique hotel is good, above average good - the rooms are large mini-suites with great balconies. You must pay Y100 to visit the adjacent Alexander City gym (which is dead!). Breakfast buffet was adequate ... it didn't blow me away like the Peninsula Beijing's buffet. Staff were friendly tho the front desk / reception seemed to need 3 ppl to check me in &amp; out. Conclusion: If you need or want to be in this area, then definitely a good choice. If location is irrelevant, JW Marriott or Ritz are outstanding alternatives. "
88 xintiandi executive residence ,"Pricey but location location location.... As frequent visitors to Shanghai, we have stayed at the Shangri-La, Renaissance Pudong, Grand Hyatt, and Four Seasons - but this place is my favorite so far. The location is great with lots of shops and restaurants within walking distance. We have a great balcony facing the pedestrian street overlooking outdoor cafes and boutique shops. The staff are friendly and helpful - and all rooms come with a small kitchenette. The only downside is the price.... this place is overpriced for what it's worth, but I don't think that'll stop me from wanting to stay here again. "
an ting villa hotel shanghai ,"Beautiful Setting Quiet Convenient Location.... Nice. When our driver [the owner of the company we were here to visit] pulled in the front gate, he asked us to please wait in the car so he could make sure we were in the right place... I picked out the hotel several weeks before, so I knew what to expect, but, the place was a surprise to my local escort... Turns out that he had a hard time believing that such a beautiful place was actually a hotel.! The location is easy to reach by car or Metro line 1, just off HengShan Road about 200 yards from the HengShan Road Metro station. If you're not familiar, this area of Shanghai is what I would call &quot;inner city residential&quot;. Mostly residences [lots of ex-pats] with many local restaurants and bars... Four Metro stops [about 10 minutes, cost RMB 3 each way] from city-center [People's Square/Nanjing Rd].I picked this hotel from recommendations here and I'd say the previous reviewers were spot-on... The hotel grounds are beautiful, the hotel is older, but well-maintained. Overall, it's a very nice place and for a very reasonable [for inner city Shanghai] price.The rooms are a good size and 4-star quality [see photos]. Furnishings are a bit dated but spotlessly clean. The bathrooms are 4.5-star with updated granite and all the usual amenities. The bed was firm, but, not as hard as others I've slept on in China. The pillows were plentiful, large and just right. In-room safe, decent TV, free internet and small mini-bar complete the picture. There is a balcony that is shared between two rooms, so, the balconies were all locked for security. You could not go out on the balcony at all.. A small disappointment, but, I was glad the hotel was safety-conscious. There was a small breakfast buffet with most of the usual Chinese and Western breakfast foods... It was ok... not great, not bad... Coffee was pretty good...I suppose my only small complaints were... 1.The front desk staff was a bit dour. No smiles at all, but, very efficient service... and.. 2. The electrical outlets were a bit old/loose.. You had to jiggle wires a bit to get things like laptop and phone chargers to stay powered... Minor inconveniences... I would definitely stay here again. "
an ting villa hotel shanghai ,"Peaceful and comfortable four star hotel The Anting Villa is a very good hotel, set amid well kept gardens on a quiet road in a leafy suburb of Shanghai. My room was comfortable, modern, and very well equipped; a comfortable bed, easy chair and footstool, and a bathroom with full bath and plenty of space for toiletries. The room not only had a sizeable desk, but also came with unlimited high speed internet access included in the room price. My room even came with a computer which I assume worked with the large flat screen television (I used my own laptop, so I’m not sure exactly how the computer worked.)My impression is that this is a hotel primarily for business people rather than tourists. It is in the Xuhui Zone of Shangha, an area which as far as I could tell contains little that would be of interest to most leisure travelers. The hotel is a 20 minute taxi ride (costing 25 yuan, or about US$3) from the Bund area, and it is a short walk away from an underground train station. The hotel does not have a tour desk. It has three restaurants, serving Chinese and foreign food, and all three them are perfectly adequate though unspectacular. The staff at the hotel were extremely helpful and competent; not all spoke English, but those who didn’t were quick to find someone who could help this foreigner who speaks no Chinese.All in all, this is a very good, peaceful, and modern hotel, with a competent and attentive staff. I enjoyed my three day stay and I wouldn’t hesitate to come back. But if you are looking for a hotel with easy access to tourist attractions, in room massages, karaoke, or plentiful tourist information, this probably isn’t the place for you. "
ascott pudong ,"Beautiful Place I stayed at Ascott for nearly 2 months! That is a long time to actually know the hotel staff by name - and trust me, the staff was genuinely very nice. I was undergoing training in Pudong and Ascott is one of the best places you can stay. With a nice view overlooking the river, Ascott offers all the luxuries that one can expect only from 4/5 start. One gets a good variety in food, though not so much for a vegetarian. Pool and Gym facilities are excellent. "
ascott pudong ,"Spacious clean and good value for Shanghai Myself and some colleagues stayed at the Ascott for a week to attend a conference, having chosen the Ascott as being within reasonable walking distance of the (very expensive) hotels where the conference was taking place. The Ascott's accommodation is more geared to the long-stay traveller, but we were more than happy with the huge apartment-style accommodation. The one-bedroom suite was very spacious, with a bedroom, living/dining room with office space, separate galley kitchen, large bathroom and even a dressing room. It was also spotlessly clean, the maid came in every day and each day left two bottles of mineral water. There was a good array of complimentary toiletries and a large number of complimentary sachets of tea, coffee, green tea, creamer etc. Its easy to buy milk and other drinks from the small shop round the corner, as there was no mini bar. The only downside as far as I was concerned was that since the hotel caters more for long-stay guests, there are not really the facilities for refreshments that one would find in a regular hotel. There was no bar/cafe on site, only a room where the complimentary breakfast was taken, but this shut after breakfast time. As to the breakfast, this is best avoided as it is very poor. Go somewhere else for a better breakfast. Given that the Ascott itself is immaculate and very clean, I was surprised to find that the tables on which the breakfast was laid out were very unsavoury looking and seemed unclean, especially around the tea/coffee are. There was a lot of Chinese food available, but very little in the way of a Western breakfast, some sliced bread next to a very dirty toaster, some small dry rolls, and some jam and butter and yoghurt but that was about it. There were bacon and beans and some small omlettes but the bacon did not look right and most of the food was very unappetising. There were numerous staff at every breakfast, but their time might have been better spent cleaning the breakfast area rather than just hovering, chatting and getting in the way of the guests. Reception staff were quite helpful and organised a nice car from and to the airport at a cost of RMB 600 one way. The Pudong international airport is about 45 mins drive, locally one can take taxis at a very reasonable cost - the hotel will get one quite promptly -but bear in mind Chinese taxi drivers mostly do not speak English and also the Ascott is tucked away down a side road, so best show them the address of the hotel in Chinese and tell them it is near Marine Tower. Many taxi drivers do not know where the Ascott is, and also surprisingly they do not know many of the main landmarks in Shanghai. If they throw a wobbly, just get out of the taxi and get another one who knows where he is going. Overall, lovely accommodation, but be prepared to either cater for yourself in the kitchen, which has plentiful amenities, or go out to eat. Also, they do not exchange currency at this hotel, so you have to go to a bank or other exchange office. A final word of warning - it is difficult to get to anywhere walking at the moment in Shanghai due to the massive amount of building work taking place ahead of Expo 2010, which will take place summer 2010. You think you can walk somewhere, only to find your path blocked by a massive building site, and you have a 20 minute detour to skirt round it. The beautiful bund is also marred by huge amounts of building work at the time of writing. The whole of Pudong is awash with construction workers in orange hard hats. "
ascott pudong ,"Great place for long stays I stayed at the Ascott on three separate occasions in the span of two years. I had a great stay each time. The one bedrooms are pretty roomy and the bathrooms are large. There is a fitness center with an indoor pool and tennis/badminton court. We rented the courts a couple of times. They are fairly well kept.There is a little minimart on the first floor in case need something quickly. Otherwise, it is pretty expensive.The only thing that needed improvement was the menu in the restaurant. It was pretty tiring to eat the same thing all of the time. However, there is a free shuttle that will take you to a large mall a couple of minutes away. This mall also has a supermarket. The only thing is that it will not pick you up, so you'll have to get a taxi back. "
